,State,School District,Year,Enrollment,Total Revenues,Total Expenditures,Expenditures per Pupil
2929,Illinois,Waltonville Community Unit School District 1,2016,379.0,3946000,4070000,10738.786279683378
2930,Illinois,Jerseyville Community Unit School District 100,2016,2556.0,31731000,29115000,11390.845070422536
2931,Illinois,Central Illinois Rural Region Career & Technical Education Sys,2016,0.0,460000,478000,inf
2932,Illinois,East Dubuque Unit School District 119,2016,696.0,7629000,7657000,11001.436781609196
2933,Illinois,River Ridge Community Unit School District 210,2016,536.0,9768000,9946000,18555.97014925373
2934,Illinois,Galena Unit School District 120,2016,840.0,13753000,12486000,14864.285714285714
2935,Illinois,Stockton Community Unit School District 206,2016,626.0,8003000,7339000,11723.642172523962
2936,Illinois,Warren Community Unit School District 205,2016,404.0,6564000,5468000,13534.653465346535
2937,Illinois,Jo Daviess-Carroll Area Vocational Center,2016,0.0,997000,1007000,inf
2938,Illinois,Scales Mound Community Unit School District 211,2016,232.0,5430000,4939000,21288.793103448275
2939,Illinois,Buncombe Consolidated School District 43,2016,61.0,783000,787000,12901.639344262296
2940,Illinois,Cypress School District 64,2016,130.0,1387000,1463000,11253.846153846154
2941,Illinois,New Simpson Hill Consolidated School District 32,2016,252.0,2542000,2573000,10210.317460317461
2942,Illinois,Vienna School District 55,2016,428.0,4453000,4469000,10441.58878504673
2943,Illinois,Vienna Township High School District 13-3,2016,358.0,4409000,4492000,12547.486033519554
2944,Illinois,Goreville Community Unit School District 1,2016,620.0,6998000,6853000,11053.225806451614
2945,Illinois,Batavia Unit School District 101,2016,6022.0,102623000,94458000,15685.486549319163
2946,Illinois,Central Community Unit School District 301,2016,3848.0,68900000,59234000,15393.451143451144
2947,Illinois,Community Unit School District 300,2016,20926.0,320737000,303484000,14502.723884163242
2948,Illinois,Aurora East School District 131,2016,14659.0,200997000,195729000,13352.13861791391
2949,Illinois,School District U-46 (Elgin Area),2016,39958.0,610875000,581961000,14564.31753341008
2950,Illinois,Kaneland Community Unit School District 302,2016,4559.0,79960000,73088000,16031.585874095197
2951,Illinois,St Charles Community Unit School District 303,2016,12915.0,220340000,194722000,15077.197057684863
2952,Illinois,Aurora West Unit School District 129,2016,12554.0,186496000,207590000,16535.76549306994
2953,Illinois,Geneva Community Unit School District 304,2016,5839.0,107452000,104208000,17846.891591025862
2954,Illinois,Northern Kane County Regional Vocational System,2016,0.0,1394000,1967000,inf
2955,Illinois,Valley Education For Employment System,2016,0.0,2023000,2013000,inf
2956,Illinois,Fox Valley Career Center,2016,0.0,3992000,4239000,inf
2957,Illinois,Mid-Valley Special Education Cooperative,2016,0.0,18574000,18632000,inf
2958,Illinois,Bourbonnais School District 53,2016,2395.0,28446000,26471000,11052.609603340292
2959,Illinois,Bradley-Bourbonnais High School District 307,2016,2091.0,27616000,25867000,12370.636059301769
2960,Illinois,Bradley Elementary School District 61,2016,1596.0,21271000,20999000,13157.268170426065
2961,Illinois,Grant Park Community Unit School District 6,2016,516.0,7108000,6017000,11660.852713178294
2962,Illinois,Herscher Community Unit School District 2,2016,1764.0,23282000,24300000,13775.510204081633
2963,Illinois,Kankakee School District 111,2016,5534.0,81851000,80040000,14463.31767256957
2964,Illinois,Manteno Community Unit School District 5,2016,2141.0,31104000,28682000,13396.543671181691
2965,Illinois,Momence Community Unit School District 1,2016,1180.0,15217000,16287000,13802.542372881357
2966,Illinois,Pembroke Community Consolidated School District 259,2016,256.0,4197000,4296000,16781.25
2967,Illinois,St Anne Community Consolidated School District 256,2016,344.0,4212000,4646000,13505.813953488372
2968,Illinois,St Anne Community Hs School District 302,2016,239.0,4645000,4424000,18510.460251046024
2969,Illinois,St George Community Consolidated School District 258,2016,462.0,5406000,4606000,9969.69696969697
2970,Illinois,Kankakee Area Regional Vocational Education System,2016,0.0,947000,947000,inf
2971,Illinois,Kankakee Area Special Education Cooperative,2016,0.0,3393000,3480000,inf
2972,Illinois,Kankakee Area Vocational Center,2016,0.0,5700000,5662000,inf
2973,Illinois,Lisbon Community Consolidated School District 90,2016,106.0,1402000,1375000,12971.698113207547
2974,Illinois,Newark Community Consolidated School District 66,2016,240.0,2676000,2807000,11695.833333333334
2975,Illinois,Newark Community High School District 18,2016,182.0,3606000,3485000,19148.351648351647
2976,Illinois,Plano Community Unit School District 88,2016,2387.0,35490000,33064000,13851.696690406368
2977,Illinois,Yorkville Community Unit School District 115,2016,5980.0,84144000,80051000,13386.454849498328
2978,Illinois,Kendall County Special Education Cooperative,2016,0.0,42513000,43413000,inf
2979,Illinois,Oswego Community Unit School District 308,2016,18089.0,246504000,231945000,12822.433523135607
2980,Illinois,Galesburg Community Unit School District 205,2016,4542.0,60783000,73028000,16078.379568472039
2981,Illinois,Knoxville Community Unit School District 202,2016,1109.0,12340000,12560000,11325.518485121731
2982,Illinois,R O W V A Community Unit School District 208,2016,639.0,6337000,8084000,12651.017214397496
2983,Illinois,Williamsfield Community Unit School District 210,2016,290.0,5271000,5655000,19500.0
2984,Illinois,Abingdon - Avon Cusd 276,2016,985.0,11223000,9540000,9685.27918781726
2985,Illinois,Knox-Warren Special Education District,2016,0.0,12062000,11732000,inf
2986,Illinois,Galesburg Area Vocational Center,2016,0.0,593000,677000,inf
2987,Illinois,Antioch Community Consolidated School District 34,2016,2991.0,44421000,41777000,13967.569374791039
2988,Illinois,Antioch Community High School District 117,2016,2803.0,62738000,53698000,19157.331430610062
2989,Illinois,Aptakiskic-Tripp Community Consolidated School District 102,2016,2225.0,41271000,38851000,17461.123595505618
2990,Illinois,Bannockburn School District 106,2016,180.0,7427000,8249000,45827.77777777778
2991,Illinois,Beach Park Community Consolidated School District 3,2016,2356.0,42305000,37647000,15979.202037351442
2992,Illinois,Big Hollow School District 38,2016,1790.0,23908000,19882000,11107.262569832403
2993,Illinois,Deerfield Elementary School District 109,2016,2973.0,66944000,65888000,22162.125798856374
2994,Illinois,Diamond Lake School District 76,2016,1049.0,19350000,17094000,16295.519542421354
2995,Illinois,Emmons School District 33,2016,303.0,5871000,5487000,18108.91089108911
2996,Illinois,Fox Lake Elementary School District 114,2016,781.0,12267000,11862000,15188.220230473751
2997,Illinois,Fremont School District 79,2016,2164.0,37843000,37437000,17299.907578558224
2998,Illinois,Gavin School District 37,2016,871.0,13214000,11414000,13104.477611940298
2999,Illinois,Grant Community High School District 124,2016,1912.0,38680000,33511000,17526.673640167362
3000,Illinois,Grass Lake School District 36,2016,185.0,5040000,4427000,23929.72972972973
3001,Illinois,Community Consolidated School District 46,2016,3855.0,62058000,58259000,15112.581063553826
3002,Illinois,Grayslake Community High School District 127,2016,3030.0,71614000,65698000,21682.50825082508
3003,Illinois,Gurnee School District 56,2016,2141.0,35558000,34418000,16075.665576833255
3004,Illinois,Hawthorn Community Consolidated School District 73,2016,4202.0,71181000,66859000,15911.23274631128
3005,Illinois,North Shore School District 112,2016,4309.0,95453000,87205000,20237.874216755627
3006,Illinois,Township High School District 113,2016,3739.0,120616000,155421000,41567.53142551484
3007,Illinois,Kildeer Countryside Community Consl School District 96,2016,3178.0,66706000,66838000,21031.466331025804
3008,Illinois,Lake Bluff Elementary School District 65,2016,888.0,21439000,24411000,27489.864864864863
3009,Illinois,Lake Forest Consolidated High School District 115,2016,1706.0,55942000,51848000,30391.559202813598
3010,Illinois,Lake Forrest Elementary School District 67,2016,1783.0,45426000,43100000,24172.74256870443
3011,Illinois,Lake Villa Community Consolidated School District 41,2016,2759.0,40077000,33946000,12303.733236679956
3012,Illinois,Lake Zurich Community Unit School District 95,2016,5685.0,112394000,106912000,18805.980650835532
3013,Illinois,Libertyville Elementary School District 70,2016,2400.0,43922000,42842000,17850.833333333332
3014,Illinois,Mundelein Consolidated High School District 120,2016,2053.0,45760000,61338000,29877.252800779348
3015,Illinois,Millburn Community Consolidated School District 24,2016,1287.0,22106000,19826000,15404.817404817404
3016,Illinois,Mundelein School District 75,2016,1662.0,31488000,30382000,18280.385078219013
3017,Illinois,North Chicago Unit School District 187,2016,3676.0,61370000,57543000,15653.699673558216
3018,Illinois,Oak Grove School District 68,2016,822.0,19575000,21627000,26310.218978102188
3019,Illinois,Rondout School District 72,2016,141.0,6190000,5830000,41347.51773049645
3020,Illinois,Round Lake Area School District 116,2016,7101.0,112884000,132087000,18601.18293198141
3021,Illinois,Warren Township High School District 121,2016,4267.0,89501000,87680000,20548.39465666745
3022,Illinois,Waukegan Community Unit School District 60,2016,16819.0,249140000,245257000,14582.139247279862
3023,Illinois,Winthrop Harbor School District 1,2016,580.0,8744000,7313000,12608.620689655172
3024,Illinois,Woodland Community Consolidated School District 50,2016,5882.0,104718000,98950000,16822.509350561035
3025,Illinois,Zion School District 6,2016,2773.0,44360000,41278000,14885.683375405697
3026,Illinois,Zion-Benton Township High School District 126,2016,2737.0,52410000,43774000,15993.423456339058
3027,Illinois,Northern Suburban Special Education District,2016,0.0,52076000,52982000,inf
3028,Illinois,Lake County Special Education District,2016,0.0,75526000,71285000,inf
3029,Illinois,Lake County Area Vocational Center,2016,0.0,9467000,10467000,inf
3030,Illinois,Wauconda Community Unit School District 118,2016,4793.0,65961000,60572000,12637.59649488838
3031,Illinois,Adlai E Stevenson District 125,2016,3978.0,126350000,113028000,28413.273001508296
3032,Illinois,Community High School District 128,2016,3351.0,102245000,99586000,29718.293046851686
3033,Illinois,Lincolnshire-Prairie View School District 103,2016,1706.0,39601000,37297000,21862.250879249706
3034,Illinois,Barrington Community Unit School District 220,2016,8850.0,185316000,175210000,19797.74011299435
3035,Illinois,Allen-Otter Creek Community Consolidated School District 65,2016,99.0,1794000,1776000,17939.39393939394
3036,Illinois,Deer Park Community Consolidated School District 82,2016,96.0,1481000,1441000,15010.416666666666
3037,Illinois,Dimmick Community Consolidated School District 175,2016,163.0,3382000,2643000,16214.723926380368
3038,Illinois,Earlville Community Unit School District 9,2016,442.0,6059000,5623000,12721.719457013574
3039,Illinois,Grand Ridge Community Consolidated School District 95,2016,237.0,3569000,5966000,25172.995780590718
3040,Illinois,La Salle El School District 122,2016,996.0,11792000,11350000,11395.582329317269
3041,Illinois,La Salle Peru Township High School District 120,2016,1234.0,19193000,18918000,15330.63209076175
3042,Illinois,Leland Community Unit School District 1,2016,267.0,4033000,3745000,14026.21722846442
3043,Illinois,Lostant Community Unit School District 425,2016,72.0,2050000,2000000,27777.777777777777
3044,Illinois,Marseilles Elementary School District 150,2016,594.0,7659000,7220000,12154.882154882154
3045,Illinois,Mendota Community Consolidated School District 289,2016,1238.0,13276000,13623000,11004.038772213247
3046,Illinois,Mendota Township High School District 280,2016,577.0,10494000,9029000,15648.180242634315
3047,Illinois,Miller Township Community Consolidated School District 210,2016,196.0,2595000,2272000,11591.836734693878
3048,Illinois,Oglesby Elementary School District 125,2016,588.0,6453000,6569000,11171.768707482994
3049,Illinois,Ottawa Elementary School District 141,2016,2075.0,27312000,28116000,13549.87951807229
3050,Illinois,Ottawa Township High School District 140,2016,1470.0,23750000,24987000,16997.95918367347
3051,Illinois,Peru Elem School District 124,2016,930.0,11474000,16498000,17739.78494623656
3052,Illinois,Rutland Community Consolidated School District 230,2016,56.0,1640000,1898000,33892.857142857145
3053,Illinois,Seneca Community Consolidated School District 170,2016,490.0,10134000,9156000,18685.714285714286
3054,Illinois,Seneca Township High School District 160,2016,448.0,15584000,12263000,27372.76785714286
3055,Illinois,Community Unit School District 2,2016,666.0,11187000,10626000,15954.954954954956
3056,Illinois,Streator Township High School District 40,2016,953.0,13912000,13626000,14298.00629590766
3057,Illinois,Tonica Community Consolidated School District 79,2016,215.0,2963000,2958000,13758.139534883721
3058,Illinois,Wallace Community Consolidated School District 195,2016,311.0,5408000,5408000,17389.067524115755
3059,Illinois,Waltham Community Consolidated School District 185,2016,220.0,2998000,2875000,13068.181818181818
3060,Illinois,Streator Elementary School District 44,2016,1767.0,21280000,20371000,11528.579513299377
3061,Illinois,Starved Rock Association For Vocational And Technical Ed,2016,0.0,878000,920000,inf
3062,Illinois,La Salle-Peru Area Vocational Center,2016,0.0,937000,887000,inf
3063,Illinois,Lasalle Putnam Alliance Special Education,2016,0.0,8506000,8258000,inf
3064,Illinois,Lawrence County Community Unit School District 20,2016,1231.0,13355000,12832000,10424.04549147035
3065,Illinois,Red Hill Community Unit School District 10,2016,1051.0,10935000,9869000,9390.104662226451
3066,Illinois,Amboy Community Unit School District 272,2016,706.0,10825000,10285000,14567.988668555241
3067,Illinois,Ashton Community Unit School District 275,2016,509.0,7166000,6502000,12774.066797642436
3068,Illinois,Dixon Unit School District 170,2016,2748.0,31172000,32075000,11672.125181950509
